pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,st_vsin,sy_dist
Kepler-1589 b,Kepler-1589,0.991665274,7.844e-06,-7.844e-06,0.0205,1.09,0.44,-0.17,1.32,,,5.6,,,2102.0,,,0.0,,,5228.785,519.217,-462.503,,6166.0,1.25,1.18,0.08,2.75,,1513.14
Kepler-1432 b,Kepler-1432,23.9109011,0.0002703,-0.0002703,0.1696,2.22,0.69,-0.3,5.56,,,2.79,,,709.0,,,0.0,,,119.237,18.53,-15.461,,6031.0,1.13,1.09,0.02,3.47,,2171.87
Kepler-1556 b,Kepler-1556,8.82713457,4.025e-05,-4.025e-05,0.0829,1.96,0.4,-0.15,4.5,,,3.28,,,797.0,,,0.0,,,92.138,6.298,-5.84,,5608.0,0.95,0.97,0.08,4.9,,944.54
Kepler-1590 b,Kepler-1590,7.61760804,4.334e-05,-4.334e-05,0.07116,1.14,0.34,-0.15,1.55,,,5.75,,,1020.0,,,0.0,,,171.478,6.496,-6.238,,6053.0,1.16,1.11,0.03,3.39,,771.152
Kepler-398 d,Kepler-398,6.83437001,1.518e-05,-1.518e-05,0.0618,0.88,0.03,-0.04,0.615,,,4.96,,,636.0,,,0.0,,,40.831,0.72,-0.712,,4557.0,0.67,0.72,-0.06,2.34,,177.355
Kepler-1321 c,Kepler-1321,2.226491086,5.243e-06,-5.243e-06,0.0267,2.4,0.3,-0.18,6.35,,,2.52,,,697.0,,,0.0,,,115.909,14.317,-12.913,,4094.0,0.53,0.54,-0.45,4.17,,769.146
Kepler-1433 b,Kepler-1433,4.13592271,2.888e-05,-2.888e-05,0.0516,1.56,0.45,-0.18,3.05,,,4.41,,,1226.0,,,0.0,,,535.42,220.7,-129.29,,6097.0,1.19,1.14,0.07,3.02,,1328.0
Kepler-1557 b,Kepler-1557,3.74032496,2.165e-05,-2.165e-05,0.049,1.53,0.5,-0.21,2.96,,,4.54,,,1287.0,,,0.0,,,645.543,54.559,-49.813,,6099.0,1.17,1.11,0.02,3.31,,1380.16
Kepler-1178 b,Kepler-1178,31.80634,0.0003857,-0.0003857,0.1596,1.07,0.06,-0.08,1.24,,,5.56,,,378.0,,,0.0,,,23.237,0.618,-0.601,,4990.0,0.75,0.8,-0.05,4.68,,482.287
Kepler-1592 b,Kepler-1592,3.05710069,2.334e-05,-2.334e-05,0.04,1.54,0.7,-0.28,2.99,,,4.5,,,1202.0,,,0.0,,,1918.34,180.895,-162.325,,6213.0,1.28,1.18,0.04,2.69,,1639.47
Kepler-1365 c,Kepler-1365,4.77468005,4.014e-05,-4.014e-05,0.05701,0.8,0.12,-0.08,0.437,,,4.69,,,1137.0,,,0.0,,,864.037,29.778,-28.753,,5770.0,1.05,1.0,0.03,6.03,,840.128
Kepler-1370 c,Kepler-1370,7.44142113,5.404e-05,-5.404e-05,0.08084,1.27,0.56,-0.18,2.15,,,5.77,,,1075.0,,,0.0,,,503.722,18.938,-18.226,,6202.0,1.29,1.19,0.05,2.88,,1004.1
Kepler-1336 c,Kepler-1336,5.77721211,2.788e-05,-2.788e-05,0.06272,1.71,0.27,-0.35,3.57,,,3.92,,,1260.0,,,0.0,,,662.713,30.161,-28.697,,5512.0,1.3,0.94,0.05,12.3,1.4,1126.64
Kepler-1558 b,Kepler-1558,3.50470358,1.612e-05,-1.612e-05,0.04278,0.68,0.06,-0.04,0.244,,,4.26,,,1019.0,,,0.0,,,189.886,3.49,-3.429,,5101.0,0.79,0.83,0.0,4.9,,325.737
Kepler-1594 b,Kepler-1594,2.71603809,1.355e-05,-1.355e-05,0.0396,1.06,0.26,-0.12,1.2,,,5.54,,,1360.0,,,0.0,,,672.414,39.108,-36.759,,5946.0,1.08,1.06,0.03,3.89,,976.868
Kepler-1595 b,Kepler-1595,4.56380468,3.24e-05,-3.24e-05,0.051,1.23,0.09,-0.1,2.04,,,6.02,,,980.0,,,0.0,,,185.568,11.803,-11.019,,5203.0,0.8,0.84,-0.02,4.68,,845.022
Kepler-1388 c,Kepler-1388,5.53608151,2.88e-05,-2.88e-05,0.0519,2.26,0.14,-0.11,5.73,,,2.73,,,566.0,,,0.0,,,51.044,2.636,-2.511,,4098.0,0.61,0.63,0.02,4.47,,453.795
Kepler-1439 b,Kepler-1439,8.07392849,4.784e-05,-4.784e-05,0.0594,1.46,0.14,-0.21,2.73,,,4.82,,,420.0,,,0.0,,,9.081,0.939,-0.864,,3578.0,0.43,0.46,-0.03,4.07,,225.393
Kepler-1438 b,Kepler-1438,2.31942009,1.702e-05,-1.702e-05,0.0346,0.94,0.19,-0.1,0.779,,,5.15,,,1490.0,,,0.0,,,561.12,689.4,-136.88,,5530.0,0.96,0.97,0.2,5.37,,1154.13
Kepler-1440 b,Kepler-1440,39.859484,0.001034,-0.001034,0.23431,1.26,0.23,-0.14,2.13,,,5.85,,,597.0,,,0.0,,,44.728,2.211,-2.098,,5698.0,0.96,0.98,0.04,4.47,,1115.35
Kepler-576 b,Kepler-576,29.91136794,9.909e-05,-9.909e-05,0.179,3.27,0.84,-0.39,10.7,,,1.68,,,541.0,,,0.0,,,16.817,0.757,-0.723,,5672.0,0.97,0.99,0.09,4.47,,617.55
Kepler-1596 b,Kepler-1596,66.373379,0.001476,-0.001476,0.3237,1.9,0.25,-0.17,4.27,,,3.42,,,471.0,,,0.0,,,33.378,4.899,-4.113,,5706.0,0.92,0.95,-0.11,3.89,,2146.23
Kepler-577 b,Kepler-577,25.69578251,6.32e-05,-6.32e-05,0.1348,2.55,0.38,-0.15,7.04,,,2.33,,,314.0,,,0.0,,,5.688,0.591,-0.542,,4984.0,0.73,0.78,-0.14,3.8,,524.247
Kepler-1393 b,Kepler-1393,2.44357812,1.231e-05,-1.231e-05,0.0337,0.8,0.04,-0.08,0.437,,,4.69,,,1249.0,,,0.0,,,574.37,196.22,-121.6,,5697.0,0.92,0.95,-0.09,3.47,,544.456
Kepler-1394 b,Kepler-1394,3.93766373,3.657e-05,-3.657e-05,0.05474,1.39,0.2,-0.22,2.51,,,5.14,,,1947.0,,,0.0,,,2023.005,59.794,-58.046,,6481.0,2.55,1.64,0.06,1.91,,640.409
Kepler-1441 b,Kepler-1441,39.4419839,0.0005327,-0.0005327,0.2346,1.31,0.22,-0.13,2.27,,,5.55,,,682.0,,,0.0,,,33.046,1.73,-1.635,,5802.0,1.0,1.0,0.01,3.89,,1110.48
Kepler-511 b,Kepler-511,296.637865,0.0004472,-0.0004472,0.85672,6.35,1.4,-1.02,33.1,,,0.71,,,332.0,,,0.0,,,4.208,0.148,-0.143,,5770.0,1.2,1.0,0.01,7.94,,651.999
Kepler-1563 b,Kepler-1563,3.43276598,2.976e-05,-2.976e-05,0.0442,0.75,0.12,-0.08,0.347,,,4.52,,,1134.0,,,0.0,,,390.57,329.66,-102.03,,5765.0,0.99,1.0,0.02,4.07,,616.697
Kepler-1564 b,Kepler-1564,18.0540381,0.0001919,-0.0001919,0.1327,1.47,0.19,-0.13,2.76,,,4.77,,,635.0,,,0.0,,,41.514,2.096,-1.982,,5528.0,0.9,0.93,0.03,4.57,,908.805
Kepler-1603 b,Kepler-1603,2.27163926,2.336e-05,-2.336e-05,0.0351,1.29,0.47,-0.19,2.21,,,5.66,,,1522.0,,,0.0,,,1269.46,1273.29,-414.95,,6241.0,1.31,1.21,0.07,2.82,,2712.58
Kepler-1395 b,Kepler-1395,3.78470649,2.72e-05,-2.72e-05,0.04974,0.8,0.09,-0.06,0.437,,,4.69,,,1311.0,,,0.0,,,730.531,24.701,-23.885,,6138.0,1.23,1.17,0.12,2.88,,492.894
Kepler-549 c,Kepler-549,117.040498,0.001777,-0.001777,0.45332,2.93,0.25,-0.59,8.91,,,1.95,,,349.0,,,0.0,,,2.51,0.091,-0.089,,5360.0,0.84,0.88,-0.03,4.57,5.0,635.145
Kepler-1565 b,Kepler-1565,1.538188437,6.86e-06,-6.86e-06,0.0241,1.19,0.08,-0.12,1.81,,,5.9,,,1234.0,,,0.0,,,510.566,24.659,-23.439,,4940.0,0.73,0.76,-0.16,5.62,,629.93
Kepler-1567 b,Kepler-1567,153.979578,0.001785,-0.001785,0.552,2.73,0.4,-0.23,7.9,,,2.13,,,330.0,,,0.0,,,2.723,0.251,-0.227,,5655.0,0.93,0.95,-0.03,4.17,,1206.11
Kepler-1598 b,Kepler-1598,4.34195123,2.827e-05,-2.827e-05,0.05207,0.95,0.28,-0.1,0.809,,,5.18,,,1236.0,,,0.0,,,308.46,9.228,-8.952,,5940.0,1.09,1.07,0.04,3.8,,619.862
Kepler-1599 b,Kepler-1599,122.363553,0.008968,-0.008968,0.4823,1.62,0.33,-0.23,3.26,,,4.21,,,407.0,,,0.0,,,8.196,0.545,-0.506,,5767.0,0.99,0.99,0.02,4.27,,1328.2
Kepler-1399 b,Kepler-1399,1.638653058,8.952e-06,-8.952e-06,0.0276,1.25,0.22,-0.11,2.1,,,5.91,,,1610.0,,,0.0,,,1707.252,196.259,-173.129,,5735.0,0.96,0.97,-0.03,4.37,,1385.7
Kepler-684 b,Kepler-684,6.770302008,8.86e-06,-8.86e-06,0.064,3.36,0.3,-0.3,11.2,,,1.62,,,812.0,,,0.0,,,102.87,53.88,-21.24,,5493.0,0.86,0.89,-0.11,4.37,,1731.27
Kepler-605 c,Kepler-605,2.358951515,8.367e-06,-8.367e-06,0.03336,0.86,0.11,-0.06,0.566,,,4.89,,,1278.0,,,0.0,,,513.03,13.676,-13.223,,5462.0,0.88,0.91,0.02,4.47,,556.58
Kepler-1569 b,Kepler-1569,5.79180156,3.622e-05,-3.622e-05,0.06669,1.68,0.73,-0.31,3.46,,,4.01,,,1222.0,,,0.0,,,495.652,21.286,-20.367,,6319.0,1.4,1.25,0.06,2.45,,945.454
Kepler-687 b,Kepler-687,20.50586978,2.828e-05,-2.828e-05,0.1326,3.52,0.16,-0.2,12.2,,,1.54,,,518.0,,,0.0,,,15.648,0.761,-0.726,,4841.0,0.73,0.77,-0.04,5.5,,633.66
Kepler-1597 b,Kepler-1597,2.94654179,3.471e-05,-3.471e-05,0.04136,1.06,0.47,-0.17,1.2,,,5.54,,,1497.0,,,0.0,,,1431.311,65.172,-62.033,,6377.0,1.39,1.25,0.02,2.4,,1221.05
Kepler-1402 b,Kepler-1402,2.03387914,1.415e-05,-1.415e-05,0.0322,0.76,0.08,-0.07,0.363,,,4.54,,,1789.0,,,0.0,,,2491.119,151.091,-141.094,,5416.0,0.87,0.9,0.03,4.57,,1493.64
Kepler-610 c,Kepler-610,151.86392,0.001118,-0.001118,0.5594,3.3,0.84,-0.37,10.9,,,1.67,,,318.0,,,0.0,,,2.297,0.139,-0.131,,5943.0,1.13,1.1,0.12,3.55,,845.824
Kepler-619 c,Kepler-619,1.208465026,1.674e-06,-1.674e-06,0.02216,1.69,0.39,-0.17,3.5,,,3.98,,,1767.0,,,0.0,,,1652.907,84.261,-79.627,,5980.0,1.11,1.09,0.05,3.47,,900.678
Kepler-1571 b,Kepler-1571,3.38555488,1.595e-05,-1.595e-05,0.04287,1.52,0.68,-0.34,2.92,,,4.57,,,1476.0,,,0.0,,,757.132,27.654,-26.502,,6297.0,1.39,1.23,0.04,2.34,,675.303
Kepler-1389 b,Kepler-1389,99.2530951,0.0008711,-0.0008711,0.38249,1.77,0.05,-0.14,3.78,,,3.75,,,300.0,,,0.0,,,1.871,0.051,-0.049,,5078.0,0.74,0.81,-0.14,2.09,,497.093
Kepler-1405 b,Kepler-1405,28.2274184,0.0001392,-0.0001392,0.1778,3.96,0.88,-0.45,14.9,,,1.32,,,565.0,,,0.0,,,33.802,4.594,-3.949,,5925.0,1.07,1.05,0.03,3.63,,1530.3
Kepler-1406 b,Kepler-1406,11.62905828,6.904e-05,-6.904e-05,0.0987,1.1,0.18,-0.13,1.37,,,5.66,,,854.0,,,0.0,,,125.89,53.84,-42.56,,5892.0,1.12,1.05,0.04,5.01,,572.403
Kepler-625 c,Kepler-625,4.1653651,1.304e-05,-1.304e-05,0.05379,1.05,0.05,-0.03,1.16,,,5.51,,,1048.0,,,0.0,,,932.132,30.548,-29.531,,5789.0,0.96,1.04,0.1,1.51,,760.708
Kepler-217 d,Kepler-217,3.88689525,2.241e-05,-2.241e-05,0.0534,1.32,0.36,-0.27,2.3,,,5.5,,,1574.0,,,0.0,,,2099.752,79.492,-76.459,,6341.0,1.76,1.37,0.09,2.63,,1104.64
Kepler-1573 b,Kepler-1573,2.6157554,1.498e-05,-1.498e-05,0.0364,1.2,0.23,-0.11,1.87,,,5.95,,,1379.0,,,0.0,,,1343.114,128.179,-115.204,,5808.0,1.0,1.01,0.02,4.07,,1455.36
Kepler-1574 b,Kepler-1574,6.9424334,6.006e-05,-6.006e-05,0.0743,1.29,0.28,-0.15,2.21,,,5.66,,,1003.0,,,0.0,,,289.778,26.955,-24.294,,5892.0,1.08,1.06,0.08,3.8,,1384.16
Kepler-758 d,Kepler-758,20.4966197,0.0002282,-0.0002282,0.1527,2.12,0.47,-0.33,5.14,,,2.96,,,843.0,,,0.0,,,173.171,11.91,-11.018,,6228.0,1.42,1.16,-0.1,3.8,,1502.32
Kepler-533 b,Kepler-533,28.51120525,2.321e-05,-2.321e-05,0.16704,3.38,0.08,-0.32,11.4,,,1.62,,,423.0,,,0.0,,,8.769,0.176,-0.173,,4758.0,0.72,0.78,0.01,3.24,,302.955
Kepler-1407 b,Kepler-1407,20.0711504,0.0005453,-0.0005453,0.1502,2.25,0.53,-0.32,5.69,,,2.74,,,826.0,,,0.0,,,78.667,6.444,-5.867,,6010.0,1.15,1.1,0.05,3.24,,1396.41
Kepler-653 c,Kepler-653,0.900376476,3.633e-06,-3.633e-06,0.01855,0.78,0.13,-0.12,0.399,,,4.62,,,2078.0,,,0.0,,,3743.275,68.819,-67.937,,5665.0,1.19,1.02,0.23,7.76,,595.634
Kepler-1541 b,Kepler-1541,8.40691199,2.698e-05,-2.698e-05,0.07555,1.16,0.1,-0.08,1.65,,,5.81,,,1048.0,,,0.0,,,75.56,1.577,-1.549,,5282.0,0.81,0.86,-0.04,4.47,,416.692
Kepler-1245 c,Kepler-1245,2.936584681,8.405e-06,-8.405e-06,0.0372,1.44,0.13,-0.08,2.67,,,4.91,,,1190.0,,,0.0,,,328.984,16.868,-15.959,,5306.0,0.83,0.86,-0.01,4.57,,805.936
Kepler-1050 c,Kepler-1050,21.1284569,0.000112,-0.000112,0.15264,1.48,0.35,-0.16,2.79,,,4.73,,,935.0,,,0.0,,,40.644,0.928,-0.909,,6010.0,1.13,1.09,0.03,3.55,,490.488
Kepler-534 b,Kepler-534,15.95994513,2.216e-05,-2.216e-05,0.1272,2.24,0.08,-0.07,5.65,,,2.76,,,721.0,,,0.0,,,63.95,25.18,-11.33,,5884.0,0.98,1.05,0.01,1.58,,570.659
Kepler-1412 b,Kepler-1412,3.6146051,2.139e-05,-2.139e-05,0.04608,0.83,0.15,-0.13,0.498,,,4.79,,,1397.0,,,0.0,,,1087.781,32.427,-31.456,,5880.0,1.27,1.06,0.04,6.31,,755.678
Kepler-1413 b,Kepler-1413,13.1829642,0.0001082,-0.0001082,0.1066,1.82,0.16,-0.15,3.97,,,3.62,,,661.0,,,0.0,,,42.825,6.147,-5.244,,5196.0,0.8,0.84,-0.05,4.68,,1167.49
Kepler-1542 b,Kepler-1542,3.95116882,1.633e-05,-1.633e-05,0.04765,0.76,0.11,-0.08,0.363,,,4.54,,,1160.0,,,0.0,,,518.437,13.719,-13.357,,5564.0,0.99,0.94,0.06,8.51,,399.114
TOI-5301 b,TOI-5301,5.858858,1.6e-05,-1.6e-05,0.073,13.09208946,0.85188253,-0.78462865,1182.32167404,117.59651059,-117.59651059,2.88,0.67,-0.54,1648.0,34.0,-31.0,0.33,0.11,-0.1,429.794,,,,6240.0,2.19,1.483,0.03,2.43,11.8,629.161
Kepler-536 b,Kepler-536,1.827082299,4.44e-07,-4.44e-07,0.02835,3.1,0.38,-0.22,9.8,,,1.81,,,1877.0,,,0.0,,,892.812,64.289,-58.961,,5524.0,0.89,0.92,0.0,4.79,,462.322
Kepler-1414 b,Kepler-1414,3.51576315,1.186e-05,-1.186e-05,0.0426,1.23,0.09,-0.08,2.04,,,6.02,,,1033.0,,,0.0,,,209.464,7.56,-7.252,,4951.0,0.75,0.8,-0.02,4.68,,570.835
Kepler-1415 b,Kepler-1415,0.63642408,1.598e-06,-1.598e-06,0.01416,1.29,0.12,-0.08,2.21,,,5.66,,,1846.0,,,0.0,,,2138.079,216.639,-194.12,,5267.0,0.84,0.89,0.12,4.17,,1043.56
Kepler-1545 b,Kepler-1545,163.692349,0.001383,-0.001383,0.5442,2.7,0.22,-0.18,7.75,,,2.16,,,274.0,,,0.0,,,1.408,0.064,-0.061,,5201.0,0.8,0.84,-0.06,4.47,,729.964
Kepler-1254 d,Kepler-1254,5.72717226,2.908e-05,-2.908e-05,0.0575,1.31,0.09,-0.11,2.27,,,5.55,,,794.0,,,0.0,,,71.31,3.359,-3.212,,4985.0,0.75,0.78,-0.1,5.62,,622.818
Kepler-555 b,Kepler-555,16.21775407,2.89e-05,-2.89e-05,0.1201,2.83,0.56,-0.29,8.4,,,2.04,,,664.0,,,0.0,,,129.374,5.817,-5.552,,5894.0,1.04,1.03,0.0,3.89,,973.121
Kepler-245 e,Kepler-245,3.219821056,4.735e-06,-4.735e-06,0.04053,1.75,0.08,-0.06,1806.36,,,902.0,597.0,-786.0,998.0,,,0.0,,,240.151,18.996,-17.428,,5174.0,0.8,0.86,0.05,3.63,,861.527
Kepler-1417 b,Kepler-1417,20.3505213,0.0003037,-0.0003037,0.14062,1.0,0.2,-0.11,0.972,,,5.34,,,695.0,,,0.0,,,114.332,4.667,-4.459,,5839.0,1.02,1.02,0.02,4.07,,991.845
Kepler-1418 b,Kepler-1418,22.4764425,0.0001747,-0.0001747,0.131,1.66,0.08,-0.14,3.39,,,4.07,,,419.0,,,0.0,,,7.29,2.42,-1.68,,4770.0,0.72,0.77,0.0,3.63,,499.0
Kepler-1548 b,Kepler-1548,124.828679,0.001524,-0.001524,0.4679,2.64,0.54,-0.21,7.46,,,2.23,,,350.0,,,0.0,,,1.933,0.107,-0.101,,5706.0,0.97,0.99,0.05,4.37,,872.279
Kepler-1579 b,Kepler-1579,0.849907889,2.927e-06,-2.927e-06,0.014,0.84,0.06,-0.05,0.52,,,4.82,,,1139.0,,,0.0,,,396.64,114.92,-119.56,,4584.0,0.7,0.75,0.11,2.24,,466.0
Kepler-903 c,Kepler-903,62.9228557,0.0007353,-0.0007353,0.30249,2.53,0.4,-0.45,6.94,,,2.35,,,462.0,,,0.0,,,24.791,1.539,-1.433,,5682.0,0.97,0.98,0.05,4.79,,1369.24
Kepler-1419 b,Kepler-1419,42.5215895,0.0005032,-0.0005032,0.2391,2.86,0.66,-0.29,8.55,,,2.01,,,510.0,,,0.0,,,21.243,2.781,-2.404,,5796.0,1.01,1.01,0.04,4.37,,1498.58
Kepler-1154 c,Kepler-1154,8.45808312,4.757e-05,-4.757e-05,0.0875,2.36,0.95,-0.49,6.17,,,2.58,,,1117.0,,,0.0,,,339.573,24.596,-22.653,,6327.0,1.43,1.26,0.04,2.29,,1460.1
Kepler-1583 b,Kepler-1583,9.32807355,8.851e-05,-8.851e-05,0.08307,0.6,0.09,-0.05,0.156,,,3.97,,,788.0,,,0.0,,,124.307,2.262,-2.231,,5645.0,0.91,0.94,-0.07,4.27,,403.933
Kepler-1582 b,Kepler-1582,4.83817712,8.84e-05,-8.84e-05,0.0316,1.49,0.17,-0.14,2.83,,,4.7,,,354.0,,,0.0,,,2.5,0.0,0.0,,3208.0,0.3,0.28,0.48,7.76,,78.8906
Kepler-1584 b,Kepler-1584,13.3997099,0.000157,-0.000157,0.1168,1.61,0.4,-0.21,3.22,,,4.24,,,886.0,,,0.0,,,162.544,10.53,-9.818,,6069.0,1.13,1.1,0.0,3.31,,1416.31
Kepler-1469 b,Kepler-1469,21.8635301,0.0001219,-0.0001219,0.1466,2.8,0.37,-0.26,8.25,,,2.07,,,551.0,,,0.0,,,24.901,2.725,-2.418,,5507.0,0.89,0.92,0.02,4.47,,1159.3
Kepler-633 b,Kepler-633,8.50340718,2.68e-05,-2.68e-05,0.08185,1.63,0.31,-0.21,3.29,,,4.17,,,1021.0,,,0.0,,,454.5,31.8,-31.8,,5899.0,1.15,1.02,-0.05,6.03,,680.54
Kepler-1511 b,Kepler-1511,23.2382792,0.000222,-0.000222,0.1753,1.68,0.69,-0.24,3.46,,,4.01,,,903.0,,,0.0,,,228.219,12.292,-11.524,,6064.0,1.29,1.17,0.14,3.31,,1475.6
Kepler-1525 b,Kepler-1525,2.416601183,5.275e-06,-5.275e-06,0.03557,0.91,0.06,-0.04,0.693,,,5.05,,,1343.0,,,0.0,,,715.106,20.785,-20.218,,5748.0,1.04,1.07,0.27,2.82,,382.989
Kepler-1617 b,Kepler-1617,27.4785572,0.0005078,-0.0005078,0.17707,1.2,0.37,-0.16,1.87,,,5.95,,,736.0,,,0.0,,,64.689,2.079,-2.011,,6167.0,1.22,1.15,0.01,3.02,,898.31
Kepler-1470 b,Kepler-1470,16.2950903,0.0001916,-0.0001916,0.116,1.07,0.09,-0.08,1.24,,,5.56,,,574.0,,,0.0,,,23.918,0.912,-0.878,,4961.0,0.76,0.8,-0.01,4.57,,590.601
Kepler-132 e,Kepler-132,110.2869374,0.000878,-0.000878,0.43927,1.18,0.16,-0.12,1.76,,,5.89,,,414.0,,,0.0,,,6.1,1.1,-1.1,,6023.0,1.1,1.03,-0.13,4.37,,349.549
Kepler-695 b,Kepler-695,3.040330424,2.98e-07,-2.98e-07,0.0374,9.21,0.71,-0.56,62.3,,,0.438,,,1021.0,,,0.0,,,499.064,29.505,-27.576,,5181.0,0.8,0.84,-0.01,4.47,,842.947
Kepler-704 b,Kepler-704,3.76182115,1.161e-05,-1.161e-05,0.047,2.61,0.6,-0.43,7.32,,,2.26,,,1121.0,,,0.0,,,514.124,45.894,-41.503,,5616.0,0.96,0.97,0.09,5.13,,1228.83
Kepler-1527 b,Kepler-1527,160.129918,0.001742,-0.001742,0.6276,4.77,1.95,-0.75,20.4,,,1.03,,,450.0,,,0.0,,,7.813,0.963,-0.831,,6224.0,1.32,1.21,0.07,2.82,,1842.13
Kepler-1618 b,Kepler-1618,6.10826019,8.991e-05,-8.991e-05,0.07109,1.26,0.52,-0.24,2.13,,,5.85,,,1267.0,,,0.0,,,903.908,45.69,-43.264,,6620.0,1.65,1.41,0.04,1.78,,1229.25
Kepler-630 b,Kepler-630,161.4743937,0.0009011,-0.0009011,0.56201,3.18,0.34,-0.34,10.2,,,1.74,,,343.0,,,0.0,,,5.568,0.204,-0.196,,5829.0,1.04,1.02,0.03,4.47,,839.784
Kepler-1472 b,Kepler-1472,38.1312831,0.0005755,-0.0005755,0.2322,1.9,0.76,-0.36,4.27,,,3.42,,,613.0,,,0.0,,,57.079,4.193,-3.858,,6159.0,1.25,1.16,0.03,3.09,,1479.14
Kepler-622 b,Kepler-622,14.28226676,2.663e-05,-2.663e-05,0.0978,2.13,0.28,-0.16,5.18,,,2.95,,,446.0,,,0.0,,,12.486,0.273,-0.269,,4201.0,0.61,0.64,-0.09,3.47,,284.761
Kepler-967 c,Kepler-967,198.7112502,0.0006558,-0.0006558,0.6253,3.65,0.15,-0.13,12.9,,,1.46,,,258.0,,,0.0,,,1.05,0.25,-0.18,,5178.0,0.8,0.84,-0.03,5.89,,568.546
Kepler-154 e,Kepler-154,3.93276465,1.225e-05,-1.225e-05,0.04766,1.5,0.14,-0.12,2.86,,,4.66,,,1140.0,,,0.0,,,480.405,22.052,-20.986,,5769.0,0.98,0.98,-0.04,4.47,,915.212
Kepler-1529 b,Kepler-1529,5.33905686,1.277e-05,-1.277e-05,0.0525,2.1,0.15,-0.11,5.06,,,3.0,,,817.0,,,0.0,,,115.765,5.333,-5.067,,5048.0,0.77,0.81,-0.03,4.79,,661.014
Kepler-1090 b,Kepler-1090,198.680179,0.002176,-0.002176,0.63323,2.25,0.21,-0.17,5.69,,,2.74,,,297.0,,,0.0,,,1.825,0.13,-0.119,,5321.0,0.82,0.86,-0.04,4.37,,858.77
Kepler-1619 b,Kepler-1619,23.6225913,0.000542,-0.000542,0.15413,0.76,0.15,-0.08,0.363,,,4.54,,,797.0,,,0.0,,,74.635,2.35,-2.258,,5852.0,1.0,1.0,-0.07,4.27,,734.85
Kepler-1477 b,Kepler-1477,11.55530021,8.098e-05,-8.098e-05,0.0911,1.18,0.09,-0.09,1.76,,,5.89,,,674.0,,,0.0,,,78.163,2.339,-2.271,,5100.0,0.78,0.81,-0.06,4.68,3.3,680.828
Kepler-598 b,Kepler-598,3.70175428,9.712e-06,-9.712e-06,0.04487,1.5,0.12,-0.09,2.86,,,4.66,,,1050.0,,,0.0,,,265.407,11.213,-10.75,,5307.0,0.86,0.87,0.02,7.59,,681.086
Kepler-1530 b,Kepler-1530,2.5904434,0.0001715,-0.0001715,0.03553,1.64,0.21,-0.11,3.33,,,4.15,,,1484.0,,,0.0,,,353.561,9.896,-9.642,,5477.0,0.88,0.92,0.03,4.27,,489.876
Kepler-1530 c,Kepler-1530,5.3227406,0.0006331,-0.0006331,0.05744,1.65,0.24,-0.11,3.36,,,4.11,,,1167.0,,,0.0,,,135.179,3.784,-3.687,,5477.0,0.88,0.92,0.03,4.27,,489.876
Kepler-692 b,Kepler-692,21.81293494,7.14e-05,-7.14e-05,0.1495,3.11,0.37,-0.23,9.85,,,1.8,,,639.0,,,0.0,,,28.504,2.415,-2.208,,5440.0,0.86,0.9,-0.01,4.68,,991.336
Kepler-1622 b,Kepler-1622,10.8118737,0.0001009,-0.0001009,0.10136,1.47,0.68,-0.27,2.76,,,4.77,,,922.0,,,0.0,,,236.005,6.718,-6.547,,6436.0,1.5,1.31,0.04,2.19,,796.477
Kepler-1479 b,Kepler-1479,14.53261362,4.429e-05,-4.429e-05,0.11341,1.83,0.3,-0.16,4.01,,,3.6,,,746.0,,,0.0,,,98.574,3.68,-3.547,,5796.0,0.98,0.99,-0.02,4.27,,728.668
Kepler-1480 b,Kepler-1480,22.12679948,9.372e-05,-9.372e-05,0.1525,1.67,0.11,-0.08,3.43,,,4.05,,,721.0,,,0.0,,,16.317,0.65,-0.627,,5156.0,0.81,0.85,0.07,4.79,,500.892
Kepler-969 c,Kepler-969,1.682934604,2.933e-06,-2.933e-06,0.0265,0.99,0.02,-0.05,0.937,,,5.31,,,1270.0,,,0.0,,,564.581,11.199,-10.995,,5214.0,0.82,0.92,0.22,1.51,,390.354
Kepler-990 c,Kepler-990,0.538354308,6.75e-07,-6.75e-07,0.01232,1.53,0.35,-0.19,2.96,,,4.54,,,2386.0,,,0.0,,,5272.4,385.5,-385.5,,5948.0,1.08,1.05,0.01,3.55,,802.163
Kepler-1093 c,Kepler-1093,89.722292,0.00108,-0.00108,0.41037,1.96,0.72,-0.27,4.5,,,3.28,,,508.0,,,0.0,,,18.1,1.3,-1.3,,6166.0,1.2,1.13,-0.01,2.95,,1072.88
Kepler-1531 b,Kepler-1531,1.138543376,2.587e-06,-2.587e-06,0.02204,1.11,0.48,-0.18,1.41,,,5.67,,,2537.0,,,0.0,,,4457.2,293.2,-293.2,,6260.0,1.27,1.16,-0.03,2.82,,666.334
